Tier,Country,City,University,Latitude,Longitude,Course,MinCGPA,MinIELTS,GRE,TuitionUSD,LivingCostUSD,AvgSalaryUSD,AcceptanceRate,JobMarketScore,ROI,VisaDifficulty,SelectionDifficulty
Tier2,India,Kolkata,Kolkata Institute of Technology 2,22.6593,88.4021,Computer Science,9.4,6.4,309,55894,17030,52892,54,69,0.73,9,113.6
Tier1,India,Kolkata,Kolkata College of Engineering 3,22.6921,88.2301,Civil,6.9,6.5,301,58170,14694,63323,75,85,0.87,1,75.0
Tier3,India,Kolkata,Kolkata Technical University 4,22.6518,88.2417,Electrical,7.5,6.8,315,49230,14914,87406,74,96,1.36,5,87.7
Tier3,India,Kolkata,Kolkata Technical University 5,22.6358,88.3749,Mechanical,6.3,6.1,319,48362,15237,59030,51,84,0.93,10,100.4
Tier3,India,Kolkata,Kolkata Institute of Technology 6,22.4542,88.2811,Electrical,9.2,6.5,321,29310,8651,53735,28,67,1.42,10,128.0
Tier2,India,Kolkata,Kolkata Technical University 7,22.4872,88.5076,Mechanical,8.7,7.2,323,46084,8933,94219,63,91,1.71,10,110.8
Tier1,India,Kolkata,Kolkata Institute of Technology 8,22.4771,88.2597,Electrical,7.8,7.4,290,59351,12189,45384,87,94,0.63,8,91.1
Tier3,India,Kolkata,Kolkata University of Engineering 9,22.5964,88.4291,Computer Science,6.3,7.1,295,52889,14640,54075,51,61,0.8,7,98.4
Tier3,India,Kolkata,Kolkata University of Engineering 10,22.4904,88.4191,Mechanical,8.9,6.4,330,35637,19041,127401,60,84,2.33,8,106.1
Tier3,India,Kolkata,Kolkata Technical University 11,22.6925,88.4026,Mechanical,8.9,7.5,321,6446,18220,110617,23,87,4.48,1,115.0
Tier3,India,Kolkata,Kolkata University of Engineering 12,22.5412,88.3884,AI & Data Science,6.0,6.6,317,48454,9451,61803,67,53,1.07,5,82.9
Tier3,India,Kolkata,Kolkata Institute of Technology 13,22.4313,88.403,Mechanical,9.5,6.0,292,34938,18767,117437,72,65,2.19,6,97.5
Tier3,India,Kolkata,Kolkata Polytechnic University 14,22.611,88.4909,AI & Data Science,9.2,7.7,290,19232,13421,126854,89,54,3.88,2,86.3
Tier3,India,Kolkata,Kolkata University of Engineering 15,22.6653,88.5101,Civil,7.7,6.2,328,53876,16431,121418,60,97,1.73,3,89.3
Tier3,India,Kolkata,Kolkata College of Engineering 16,22.5369,88.2557,Electrical,7.9,7.3,303,8446,15640,117017,43,84,4.86,2,101.2
Tier3,India,Kolkata,Kolkata Polytechnic University 17,22.655,88.2821,Mechanical,7.9,6.3,321,33815,15502,80854,34,86,1.64,3,103.7
Tier3,India,Kolkata,Kolkata Technical University 18,22.5092,88.3424,AI & Data Science,7.6,6.8,311,13829,10743,90473,44,91,3.68,6,105.2
Tier1,India,Kolkata,Kolkata School of Technology 19,22.5524,88.2382,Mechanical,8.8,7.9,333,34225,8655,126653,46,93,2.95,1,104.6
Tier2,India,Kolkata,Kolkata National Institute of Technology 20,22.6909,88.3161,Computer Science,7.8,6.4,312,11352,12032,70820,88,98,3.03,5,80.6
Tier2,India,Kolkata,Kolkata National Institute of Technology 21,22.6852,88.4593,Mechanical,7.7,6.3,329,52468,15757,76775,14,92,1.13,6,118.7
Tier2,India,Kolkata,Kolkata Polytechnic University 22,22.575,88.2452,Civil,8.5,7.7,310,12062,14569,73605,49,55,2.76,6,110.8
Tier3,India,Kolkata,Kolkata National Institute of Technology 23,22.6511,88.4192,Computer Science,9.1,6.2,300,36462,15123,62128,81,50,1.2,4,87.8
Tier3,India,Kolkata,Kolkata Polytechnic University 24,22.6971,88.215,AI & Data Science,6.6,7.4,339,10640,11864,75972,32,50,3.38,5,106.6
Tier2,India,Kolkata,Kolkata Polytechnic University 25,22.6407,88.4506,AI & Data Science,7.7,6.0,300,56700,17151,65157,40,87,0.88,1,94.5
Tier2,India,Kolkata,Kolkata University of Engineering 26,22.6265,88.2989,Civil,8.8,6.0,303,46001,17068,73883,67,78,1.17,9,102.5
Tier3,India,Kolkata,Kolkata Technical University 27,22.5169,88.3978,Mechanical,6.6,6.9,307,41253,17068,84133,43,52,1.44,3,95.1
Tier2,India,Kolkata,Kolkata School of Technology 28,22.5756,88.3789,Civil,6.2,6.0,331,13416,9656,127668,22,89,5.53,3,100.0
Tier3,India,Kolkata,Kolkata Technical University 29,22.6502,88.3923,Mechanical,8.6,7.2,307,24916,20537,70194,37,59,1.54,2,107.3
Tier1,India,Kolkata,Kolkata University of Engineering 30,22.6604,88.2328,AI & Data Science,6.7,6.1,328,28932,8071,52774,33,80,1.43,8,107.4
Tier3,India,Kolkata,Kolkata University of Engineering 31,22.7139,88.4744,Computer Science,9.0,7.9,294,49139,20731,79685,29,79,1.14,10,132.1
Tier1,India,Kolkata,Kolkata University of Engineering 32,22.5489,88.3138,Electrical,6.2,6.5,311,52838,19944,66758,81,88,0.92,4,74.5
Tier3,India,Kolkata,Kolkata Polytechnic University 33,22.607,88.3148,AI & Data Science,6.3,6.2,290,28729,14966,65432,35,76,1.5,5,98.8
Tier1,India,Kolkata,Kolkata School of Technology 34,22.5874,88.3083,Computer Science,8.0,6.9,315,58419,9907,127286,61,81,1.86,2,91.1
Tier2,India,Kolkata,Kolkata College of Engineering 35,22.7183,88.4544,Computer Science,8.8,6.8,305,42739,10311,53500,50,88,1.01,3,102.2
Tier2,India,Kolkata,Kolkata Technical University 36,22.5784,88.4771,Computer Science,9.5,7.4,319,37735,21500,123546,19,97,2.09,3,123.6
Tier1,India,Kolkata,Kolkata National Institute of Technology 37,22.5505,88.315,Electrical,6.7,6.0,293,56036,11850,90103,25,56,1.33,5,105.0
Tier1,India,Kolkata,Kolkata National Institute of Technology 38,22.7146,88.306,Electrical,8.8,7.8,340,20939,10602,72419,71,64,2.3,10,109.7
Tier2,India,Kolkata,Kolkata Polytechnic University 39,22.6751,88.3628,Electrical,6.6,6.9,323,40557,9501,66714,88,96,1.33,9,84.6
Tier1,India,Kolkata,Kolkata Institute of Technology 40,22.4694,88.4719,Computer Science,8.8,7.8,327,16257,12650,106246,49,95,3.68,10,120.7
Tier2,India,Kolkata,Kolkata Institute of Technology 41,22.4298,88.408,Computer Science,7.9,6.5,329,22163,16194,46125,26,100,1.2,5,112.5
Tier3,India,Kolkata,Kolkata Polytechnic University 42,22.5175,88.3893,Mechanical,6.2,7.2,299,50581,12549,95657,39,75,1.52,4,98.3
Tier2,India,Kolkata,Kolkata School of Technology 43,22.5552,88.3211,AI & Data Science,6.7,7.1,328,10708,10590,42845,30,96,2.01,4,104.9
Tier2,India,Kolkata,Kolkata Institute of Technology 44,22.5362,88.2258,Mechanical,8.1,7.6,321,44576,10292,91763,27,95,1.67,1,109.4
Tier2,India,Kolkata,Kolkata Polytechnic University 45,22.6934,88.3109,Mechanical,6.3,7.5,324,23146,21834,60571,88,52,1.35,9,85.5
Tier2,India,Kolkata,Kolkata National Institute of Technology 46,22.6668,88.4809,Civil,8.9,6.1,331,52493,16469,41514,9,61,0.6,1,116.4
Tier1,India,Kolkata,Kolkata University of Engineering 47,22.5755,88.3411,AI & Data Science,6.0,7.6,322,38276,17399,110102,74,72,1.98,9,91.4
Tier3,India,Kolkata,Kolkata College of Engineering 48,22.6503,88.2197,Computer Science,7.2,6.1,307,21027,10602,118111,85,89,3.73,3,73.9
Tier2,India,Kolkata,Kolkata Technical University 49,22.5477,88.5125,Electrical,8.3,7.4,295,238,10273,95886,14,61,9.12,9,132.1
Tier1,India,Kolkata,Kolkata School of Technology 50,22.6042,88.4161,Mechanical,9.5,7.7,308,26931,14982,117876,60,51,2.81,7,112.3
Tier2,India,Kolkata,Kolkata Polytechnic University 51,22.449,88.3467,Mechanical,8.3,7.2,321,44643,14012,119833,15,86,2.04,9,130.8
Tier2,India,Kolkata,Kolkata Institute of Technology 52,22.4941,88.4118,Mechanical,6.4,6.1,340,50577,8184,89942,59,88,1.53,2,80.9
Tier3,India,Kolkata,Kolkata University of Engineering 53,22.6537,88.4465,Civil,8.9,7.2,326,32061,18214,93919,27,94,1.87,6,121.8
Tier1,India,Kolkata,Kolkata Polytechnic University 54,22.5665,88.3502,Civil,9.2,7.4,297,30487,17241,113432,69,64,2.38,10,111.1
Tier3,India,Kolkata,Kolkata National Institute of Technology 55,22.681,88.2287,Civil,8.2,6.6,337,38972,13984,128808,27,92,2.43,9,121.9
Tier2,India,Kolkata,Kolkata Technical University 56,22.4408,88.2407,Mechanical,9.0,6.9,338,27363,13836,97221,85,61,2.36,2,84.1
Tier3,India,Kolkata,Kolkata Institute of Technology 57,22.452,88.468,Mechanical,8.0,6.9,320,50198,14601,111673,20,55,1.72,9,125.6
Tier3,India,Kolkata,Kolkata National Institute of Technology 58,22.6826,88.4578,AI & Data Science,7.8,6.0,338,12350,14564,46270,5,97,1.72,8,126.5
Tier2,India,Kolkata,Kolkata Polytechnic University 59,22.6586,88.4571,Civil,6.1,6.5,303,15558,19476,116382,86,89,3.32,7,77.5
Tier1,India,Kolkata,Kolkata Polytechnic University 60,22.7149,88.3201,Computer Science,9.1,6.3,311,21999,13588,80908,80,81,2.27,6,92.7
Tier2,USA,New York,New York Institute of Technology 1,40.8003,-74.0088,Civil,7.3,6.4,320,18523,12059,107836,49,52,3.53,2,91.6
Tier3,USA,New York,New York National Institute of Technology 2,40.7408,-73.8774,AI & Data Science,7.2,7.3,295,44758,14085,114134,48,97,1.94,1,93.2
Tier2,USA,New York,New York Polytechnic University 3,40.5831,-73.9495,Computer Science,7.9,7.2,318,56310,21239,75433,87,63,0.97,8,90.8
Tier1,USA,New York,New York Polytechnic University 4,40.7359,-73.883,Computer Science,8.8,6.1,335,22548,14339,121378,45,78,3.29,3,101.9
Tier1,USA,New York,New York School of Technology 5,40.8238,-73.9269,AI & Data Science,6.5,7.5,306,23634,14272,40490,87,76,1.07,10,89.0
Tier3,USA,New York,New York University of Engineering 6,40.8008,-73.9473,Civil,8.4,6.6,313,20022,17823,123786,21,75,3.27,3,113.9
Tier3,USA,New York,New York Technical University 7,40.7328,-74.0466,AI & Data Science,8.1,6.6,299,52625,21781,109510,81,79,1.47,1,78.4
Tier3,USA,New York,New York Institute of Technology 8,40.7012,-73.9219,Civil,7.3,7.8,295,53717,18307,99394,84,61,1.38,6,87.7
Tier1,USA,New York,New York Technical University 9,40.5745,-73.8801,Computer Science,9.0,8.0,311,52528,10843,59122,53,66,0.93,7,114.5
Tier1,USA,New York,New York National Institute of Technology 10,40.6544,-74.0178,Electrical,8.7,7.6,310,5939,14676,96341,42,70,4.67,5,112.9
Tier1,USA,New York,New York Institute of Technology 11,40.7654,-73.8738,Electrical,6.9,6.3,337,24022,9181,91081,69,68,2.74,10,95.2
Tier2,USA,New York,New York National Institute of Technology 12,40.7845,-74.042,Mechanical,8.8,7.4,318,25794,19259,90467,19,93,2.01,8,130.1
Tier3,USA,New York,New York Polytechnic University 13,40.8078,-74.037,Computer Science,7.8,6.2,318,56254,9567,70834,52,63,1.08,4,95.8
Tier1,USA,New York,New York College of Engineering 14,40.7007,-73.9827,AI & Data Science,8.1,7.9,317,58890,15691,124761,32,87,1.67,1,108.1
Tier3,USA,New York,New York Polytechnic University 15,40.8085,-74.019,Computer Science,6.3,7.7,335,46565,16448,46121,50,56,0.73,3,93.3
Tier3,USA,New York,New York Institute of Technology 16,40.5665,-74.0857,AI & Data Science,7.9,7.2,298,59252,10200,94159,90,93,1.36,4,81.3
Tier2,USA,New York,New York Institute of Technology 17,40.7336,-74.0011,Electrical,8.4,7.7,337,38133,21992,112785,79,81,1.88,7,97.3
Tier2,USA,New York,New York Technical University 18,40.6359,-74.073,Mechanical,7.2,7.8,305,32205,15982,88805,46,51,1.84,1,96.2
Tier3,USA,New York,New York Technical University 19,40.7809,-74.0477,Civil,8.1,7.5,333,32687,15613,57121,20,67,1.18,3,116.5
Tier3,USA,New York,New York National Institute of Technology 20,40.8206,-74.1036,Electrical,7.3,7.2,320,11471,11362,126396,88,95,5.54,5,81.3
Tier3,USA,New York,New York Technical University 21,40.748,-74.0971,Computer Science,9.0,7.3,322,39072,12844,123023,7,52,2.37,9,138.7
Tier3,USA,New York,New York College of Engineering 22,40.5863,-74.0895,Mechanical,9.1,7.8,329,16121,20700,42202,53,73,1.15,3,106.2
Tier2,USA,New York,New York National Institute of Technology 23,40.7532,-74.0945,Computer Science,9.0,7.1,331,41861,17378,93672,64,53,1.58,8,107.4
Tier2,USA,New York,New York University of Engineering 24,40.7974,-74.0741,Computer Science,9.1,6.0,302,52399,16794,127948,16,87,1.85,5,121.5
Tier1,USA,New York,New York Polytechnic University 25,40.7674,-74.0703,Computer Science,9.0,8.0,306,26000,12242,67241,23,79,1.76,6,127.5
Tier3,USA,New York,New York Institute of Technology 26,40.6547,-74.1188,Mechanical,7.5,7.0,326,5216,15676,107199,21,69,5.13,7,119.0
Tier2,USA,New York,New York School of Technology 27,40.7575,-74.1412,Computer Science,8.3,7.0,322,27766,12922,93174,27,54,2.29,1,108.0
Tier1,USA,New York,New York University of Engineering 28,40.6887,-74.0421,Computer Science,7.0,6.7,313,22802,17905,89237,20,93,2.19,3,107.8
Tier1,USA,New York,New York School of Technology 29,40.7288,-73.9517,Mechanical,8.4,6.4,313,2299,15338,87241,7,62,4.95,2,118.1
Tier3,USA,New York,New York Polytechnic University 30,40.6996,-73.9341,Computer Science,8.7,6.1,298,44281,19106,71701,82,58,1.13,4,84.9
Tier3,USA,New York,New York University of Engineering 31,40.632,-73.977,AI & Data Science,7.4,7.2,313,13729,14893,96194,8,65,3.36,8,127.8
Tier2,USA,New York,New York University of Engineering 32,40.5771,-74.1133,Civil,7.5,7.7,336,59230,8340,121892,36,85,1.8,7,114.3
Tier1,USA,New York,New York Polytechnic University 33,40.6542,-73.9753,AI & Data Science,9.0,6.2,290,45249,16247,113252,64,74,1.84,9,105.8
Tier2,USA,New York,New York College of Engineering 34,40.7886,-74.1492,Computer Science,6.3,7.9,300,54477,8903,92211,40,53,1.45,7,107.1
Tier2,USA,New York,New York College of Engineering 35,40.8508,-74.0454,Electrical,8.7,7.0,310,59844,13181,66540,78,76,0.91,8,98.5
Tier1,USA,New York,New York University of Engineering 36,40.5916,-74.1236,Computer Science,7.8,7.4,311,10855,21458,77760,69,85,2.41,3,90.1
Tier3,USA,New York,New York Institute of Technology 37,40.7999,-73.9342,Civil,7.6,6.4,299,32814,19920,44847,54,99,0.85,1,88.6
Tier2,USA,New York,New York National Institute of Technology 38,40.5784,-74.0523,Mechanical,7.3,6.5,328,17193,11587,57629,47,66,2.0,9,107.0
Tier2,USA,New York,New York National Institute of Technology 39,40.7552,-73.9383,Mechanical,6.8,6.6,301,5052,8445,43508,12,75,3.22,9,122.4
Tier2,USA,New York,New York University of Engineering 40,40.6715,-74.139,Computer Science,6.8,7.5,295,45804,11738,72944,61,86,1.27,2,87.5
Tier2,USA,New York,New York Technical University 41,40.8431,-73.9291,Civil,6.2,6.1,298,28976,18102,62907,60,54,1.34,10,95.4
Tier2,USA,New York,New York Technical University 42,40.777,-74.0151,AI & Data Science,9.2,6.3,310,6032,16751,79810,22,56,3.5,4,118.2
Tier3,USA,New York,New York Polytechnic University 43,40.6881,-74.0984,Civil,9.4,8.0,294,54351,9474,77587,70,94,1.22,1,96.0
Tier1,USA,New York,New York Technical University 44,40.5866,-73.9346,Computer Science,7.6,7.0,301,9946,14486,81579,78,57,3.34,1,79.0
Tier2,USA,New York,New York Technical University 45,40.6762,-74.0711,AI & Data Science,7.3,7.6,299,14531,11585,121417,17,58,4.65,5,118.4
Tier1,USA,New York,New York College of Engineering 46,40.7505,-73.9027,Mechanical,6.2,6.9,307,30606,10142,83799,44,88,2.06,10,106.6
Tier2,USA,New York,New York School of Technology 47,40.8452,-74.0239,Civil,7.9,6.3,315,54586,15985,55101,43,60,0.78,9,111.2
Tier1,USA,New York,New York University of Engineering 48,40.6042,-73.8639,Electrical,8.7,7.0,320,3318,13416,66816,83,54,3.99,8,96.0
Tier2,USA,New York,New York Polytechnic University 49,40.5803,-73.9441,Electrical,6.4,7.2,328,22630,16415,40407,81,61,1.03,7,84.3
Tier2,USA,New York,New York University of Engineering 50,40.7687,-73.9698,Computer Science,8.6,6.2,297,26382,11086,44428,24,62,1.19,4,113.8
Tier3,USA,New York,New York Institute of Technology 51,40.7072,-74.1398,Computer Science,9.1,7.9,315,21686,17334,102241,5,56,2.62,9,142.6
Tier1,USA,New York,New York Technical University 52,40.8098,-73.893,Civil,8.4,6.7,321,49576,21206,77274,84,73,1.09,9,94.8
Tier2,USA,New York,New York Technical University 53,40.5986,-73.9674,Electrical,8.0,6.1,334,159,21780,82112,21,77,3.74,7,117.9
Tier2,USA,New York,New York Institute of Technology 54,40.5777,-73.8857,AI & Data Science,7.2,7.6,307,6905,8970,59726,79,84,3.76,9,94.9
Tier1,USA,New York,New York Institute of Technology 55,40.7542,-73.9495,Electrical,8.5,6.7,333,8739,17924,45455,45,70,1.7,8,112.8
Tier3,USA,New York,New York Institute of Technology 56,40.7831,-74.0823,Computer Science,6.9,7.4,303,47777,12488,62839,50,74,1.04,7,103.1
Tier3,USA,New York,New York Institute of Technology 57,40.7915,-74.0843,Mechanical,7.1,7.8,329,15911,12328,103661,27,76,3.67,1,105.2
Tier2,USA,New York,New York Technical University 58,40.8592,-73.9693,AI & Data Science,6.9,7.6,303,56865,15575,64283,16,55,0.89,4,114.9
Tier2,USA,New York,New York College of Engineering 59,40.8198,-74.0809,Civil,8.5,7.3,313,38413,15472,53199,13,52,0.99,8,131.2
Tier1,USA,New York,New York School of Technology 60,40.6605,-73.9688,Computer Science,9.0,6.1,311,43945,18204,62655,36,83,1.01,1,103.4
Tier2,USA,Boston,Boston Polytechnic University 1,42.2504,-71.157,Computer Science,8.4,6.5,340,7311,18872,86605,73,100,3.31,10,101.5
Tier1,USA,Boston,Boston Technical University 2,42.3158,-70.9339,Mechanical,6.5,6.2,292,48248,10570,127977,68,87,2.18,7,87.3
Tier2,USA,Boston,Boston School of Technology 3,42.313,-71.0837,Computer Science,6.1,7.5,329,866,10012,94314,89,83,8.67,4,74.0
Tier3,USA,Boston,Boston Technical University 4,42.4368,-70.9287,AI & Data Science,6.4,6.1,328,43586,12827,128046,14,53,2.27,10,119.4
Tier3,USA,Boston,Boston Polytechnic University 5,42.4239,-71.0097,Computer Science,7.0,7.3,323,54858,18059,53909,10,56,0.74,9,127.2
Tier2,USA,Boston,Boston Technical University 6,42.2309,-71.085,AI & Data Science,8.5,6.0,294,36793,14626,58311,74,73,1.13,10,99.5
Tier2,USA,Boston,Boston National Institute of Technology 7,42.4427,-71.0956,Computer Science,8.2,7.7,302,35981,14121,88463,55,82,1.77,8,110.3
Tier2,USA,Boston,Boston Technical University 8,42.3298,-71.1772,Computer Science,6.7,6.2,314,45159,19981,123608,44,52,1.9,1,88.3
Tier2,USA,Boston,Boston Technical University 9,42.2642,-70.9265,AI & Data Science,8.2,6.6,298,55346,14596,94419,82,58,1.35,3,82.4
Tier2,USA,Boston,Boston School of Technology 10,42.2619,-70.9719,AI & Data Science,6.9,7.4,338,38022,13945,50789,15,80,0.98,4,114.6
Tier1,USA,Boston,Boston Institute of Technology 11,42.2178,-71.151,Mechanical,6.4,7.7,292,45095,9006,88477,16,100,1.64,1,106.8
Tier2,USA,Boston,Boston School of Technology 12,42.4651,-71.0786,Electrical,8.3,6.4,307,35417,14028,92093,56,99,1.86,3,95.1
Tier3,USA,Boston,Boston College of Engineering 13,42.3907,-71.1257,Electrical,8.0,6.5,304,27065,18657,76182,29,55,1.67,9,119.5
Tier3,USA,Boston,Boston College of Engineering 14,42.3755,-71.0872,AI & Data Science,8.0,6.5,292,48746,21727,41658,74,54,0.59,5,89.0
Tier1,USA,Boston,Boston College of Engineering 15,42.4635,-71.0835,AI & Data Science,6.6,6.0,334,24321,19382,66992,19,60,1.53,3,103.5
Tier1,USA,Boston,Boston College of Engineering 16,42.3391,-71.1458,Mechanical,6.6,6.1,304,19396,15152,46008,45,78,1.33,7,98.9
Tier1,USA,Boston,Boston National Institute of Technology 17,42.2177,-70.9794,Mechanical,9.4,6.1,313,41811,19587,64641,66,50,1.05,1,90.4
Tier3,USA,Boston,Boston Institute of Technology 18,42.2315,-71.0264,AI & Data Science,6.7,7.1,311,49492,12334,63930,33,78,1.03,4,103.4
Tier2,USA,Boston,Boston National Institute of Technology 19,42.4075,-71.1992,Computer Science,7.2,6.8,290,16993,17067,118492,74,66,3.48,5,86.2
Tier1,USA,Boston,Boston National Institute of Technology 20,42.2191,-70.9662,Computer Science,9.4,7.8,323,25630,20407,88802,13,67,1.93,4,129.7
Tier3,USA,Boston,Boston Polytechnic University 21,42.2195,-71.0062,AI & Data Science,7.7,7.2,302,26570,14402,41296,71,69,1.01,6,93.8
Tier1,USA,Boston,Boston University of Engineering 22,42.3013,-71.127,Computer Science,6.5,7.3,291,6569,19860,90742,11,94,3.43,1,108.2
Tier1,USA,Boston,Boston Polytechnic University 23,42.4107,-70.9709,Electrical,7.3,6.1,307,9929,14874,103162,64,66,4.16,9,96.9
Tier1,USA,Boston,Boston University of Engineering 24,42.4124,-70.9124,AI & Data Science,8.3,7.8,333,10880,14238,54750,49,71,2.18,8,114.2
Tier3,USA,Boston,Boston Institute of Technology 25,42.3907,-71.0719,Civil,6.8,6.5,297,16199,18076,45504,71,74,1.33,4,82.5
Tier3,USA,Boston,Boston Technical University 26,42.3391,-71.1543,Civil,6.1,6.6,294,7812,17727,63955,58,79,2.5,10,97.9
Tier1,USA,Boston,Boston Institute of Technology 27,42.2436,-70.9415,Computer Science,8.8,6.1,333,31218,10645,65042,67,100,1.55,9,102.9
Tier1,USA,Boston,Boston Institute of Technology 28,42.2672,-71.1665,Electrical,8.0,7.8,305,21234,18151,126802,76,97,3.22,2,87.2
Tier3,USA,Boston,Boston Polytechnic University 29,42.4229,-71.0717,Computer Science,7.1,7.8,298,28530,21033,65084,35,94,1.31,3,105.2
Tier3,USA,Boston,Boston Technical University 30,42.2777,-71.1266,AI & Data Science,8.3,7.2,310,3803,9970,125067,78,94,9.08,7,95.3
Tier3,USA,Boston,Boston Technical University 31,42.2475,-71.056,Computer Science,6.4,6.3,331,16717,13641,99195,30,59,3.27,3,98.2
Tier2,USA,Boston,Boston Institute of Technology 32,42.2775,-70.9667,Electrical,9.4,6.2,304,55031,13877,49518,80,77,0.72,1,83.8
Tier1,USA,Boston,Boston Technical University 33,42.4593,-71.0929,AI & Data Science,9.1,7.1,308,21558,9299,67055,15,93,2.17,10,136.4
Tier2,USA,Boston,Boston National Institute of Technology 34,42.4998,-71.2034,Electrical,6.3,6.3,294,50579,21913,79025,18,62,1.09,7,111.7
Tier3,USA,Boston,Boston Technical University 35,42.2139,-71.0947,Mechanical,6.3,6.5,294,48771,8982,107540,57,94,1.86,8,95.0
Tier3,USA,Boston,Boston Institute of Technology 36,42.433,-70.9413,Electrical,6.8,6.1,304,44989,16459,96860,72,72,1.58,1,74.4
Tier1,USA,Boston,Boston National Institute of Technology 37,42.2706,-70.945,AI & Data Science,6.8,7.3,340,18735,10933,69659,57,56,2.35,8,100.7
Tier2,USA,Boston,Boston College of Engineering 38,42.3751,-70.9632,Civil,9.2,6.4,330,12318,16886,94027,69,80,3.22,6,99.1
Tier1,USA,Boston,Boston Polytechnic University 39,42.3374,-71.0963,Electrical,7.5,6.5,328,47452,20989,95651,26,78,1.4,3,106.5
Tier1,USA,Boston,Boston University of Engineering 40,42.3409,-71.0111,Electrical,8.4,6.4,339,21092,11788,110996,84,58,3.38,3,81.6
Tier1,USA,Boston,Boston College of Engineering 41,42.3056,-71.0082,Computer Science,8.0,6.5,304,21157,8813,67121,61,96,2.24,7,99.5
Tier3,USA,Boston,Boston School of Technology 42,42.4873,-70.9481,AI & Data Science,8.4,7.5,335,58616,16250,71258,63,60,0.95,9,108.5
Tier2,USA,Boston,Boston National Institute of Technology 43,42.2205,-71.0196,Mechanical,6.6,6.6,327,3836,16234,95569,11,89,4.76,8,119.9
Tier1,USA,Boston,Boston Institute of Technology 44,42.2554,-70.9765,Civil,6.1,7.9,332,2180,20361,106772,66,53,4.74,5,89.1
Tier3,USA,Boston,Boston College of Engineering 45,42.3134,-70.9681,AI & Data Science,6.2,7.6,333,46894,18722,44533,43,76,0.68,8,105.9
Tier3,USA,Boston,Boston University of Engineering 46,42.5087,-70.9832,Computer Science,8.4,7.6,314,5622,20525,81975,29,81,3.14,2,111.9
Tier1,USA,Boston,Boston Polytechnic University 47,42.3421,-71.1358,Civil,9.2,6.0,295,14397,11659,116001,76,83,4.45,8,98.0
Tier3,USA,Boston,Boston Technical University 48,42.5056,-71.1619,Computer Science,7.4,6.0,331,40070,16260,85279,50,66,1.51,1,88.0
Tier3,USA,Boston,Boston Polytechnic University 49,42.2553,-70.9998,AI & Data Science,7.9,7.0,336,14688,17135,98583,83,84,3.1,8,92.0
Tier3,USA,Boston,Boston Technical University 50,42.3344,-70.9457,Mechanical,8.7,6.5,322,21907,12785,127482,25,50,3.67,10,127.0
Tier3,USA,Boston,Boston Technical University 51,42.3335,-71.1833,Computer Science,7.4,6.0,336,42199,17597,47521,18,88,0.79,4,110.0
Tier1,USA,Boston,Boston School of Technology 52,42.2313,-70.94,Electrical,8.8,6.5,312,51863,12593,70712,25,78,1.1,10,127.5
Tier2,USA,Boston,Boston University of Engineering 53,42.2395,-71.1597,Civil,6.7,6.6,298,15326,12781,68990,68,88,2.45,4,83.9
Tier2,USA,Boston,Boston National Institute of Technology 54,42.3466,-71.1374,Civil,6.4,6.1,300,37272,13323,45072,87,69,0.89,4,70.9
Tier3,USA,Boston,Boston Polytechnic University 55,42.2806,-71.141,Civil,7.1,6.4,326,5624,14598,115981,7,93,5.74,3,113.6
Tier2,USA,Boston,Boston School of Technology 56,42.4731,-71.1713,Civil,7.0,6.4,311,9529,14327,127277,12,70,5.33,4,112.6
Tier1,USA,Boston,Boston School of Technology 57,42.3254,-71.0879,Computer Science,7.7,7.8,340,41470,17838,74705,90,65,1.26,3,80.7
Tier2,USA,Boston,Boston College of Engineering 58,42.4326,-71.1037,AI & Data Science,7.7,6.2,328,55760,10690,127699,45,63,1.92,7,104.8
Tier1,USA,Boston,Boston University of Engineering 59,42.3264,-70.953,AI & Data Science,9.1,7.5,324,49859,11967,115969,63,78,1.88,5,104.0
Tier1,USA,Boston,Boston Institute of Technology 60,42.5011,-71.1012,AI & Data Science,9.1,7.9,298,30266,14308,41408,27,63,0.93,9,131.6
Tier2,USA,San Francisco,San Francisco Polytechnic University 1,37.8126,-122.37,Civil,9.1,7.6,340,45905,12218,106872,47,71,1.84,10,122.4
Tier2,USA,San Francisco,San Francisco Institute of Technology 2,37.7663,-122.4436,Computer Science,7.4,6.9,313,4325,18740,109148,89,84,4.73,2,74.1
Tier2,USA,San Francisco,San Francisco College of Engineering 3,37.6487,-122.3813,Computer Science,6.9,7.8,297,52360,10864,80182,75,71,1.27,6,90.2
Tier1,USA,San Francisco,San Francisco Polytechnic University 4,37.7146,-122.5667,Mechanical,7.6,8.0,296,43453,19362,87044,18,74,1.39,6,123.0
Tier2,USA,San Francisco,San Francisco School of Technology 5,37.7987,-122.4283,Electrical,6.7,6.1,332,14138,11533,47833,7,88,1.86,8,120.4
Tier2,USA,San Francisco,San Francisco Polytechnic University 6,37.7028,-122.3339,Civil,7.3,7.9,333,35167,19139,57829,34,97,1.06,6,113.1
Tier2,USA,San Francisco,San Francisco National Institute of Technology 7,37.8127,-122.516,Mechanical,9.1,7.9,340,59292,16789,90306,24,68,1.19,4,123.1
Tier2,USA,San Francisco,San Francisco University of Engineering 8,37.6602,-122.3011,Mechanical,9.0,8.0,310,30190,12483,113749,39,81,2.67,1,109.5
